1,355116.087,4611013.921,690.153,EXI I
2,355186.531,4611012.630,689.123,EXI 
3,355244.081,4611011.576,690.156,EXI
4,355313.561,4611010.303,691.150,EXI
5,355366.818,4611010.303,700.156,EXI
6,355451.638,4611007.773,690.153,EXI
7,355506.617,4611006.765,689.123,EXI
8,355548.767,4611005.993,690.156,EXI
9,355115.812,4610998.924,691.150,CAI I
10,355186.256,4610997.633,700.156,CAI 
11,355243.806,4610996.578,690.153,CAI 
12,355313.424,4610995.303,689.123,CAI 
13,355366.594,4610995.303,690.156,CAI 
14,355451.277,4610992.777,691.150,CAI 
15,355506.342,4610991.768,700.156,CAI 
16,355548.492,4610990.996,690.153,CAI 
17,355530.266,4610998.994,689.123,TO
18,355149.273,4611006.080,690.156,TO
19,355115.262,4610968.929,691.150,CAD I
20,355185.706,4610967.638,700.156,CAD
21,355243.257,4610966.583,690.153,CAD
22,355313.149,4610965.303,689.123,CAD
23,355366.147,4610965.303,690.156,CAD
24,355450.555,4610962.785,691.150,CAD
25,355505.792,4610961.773,700.156,CAD
26,355547.942,4610961.001,690.153,CAD
27,355114.987,4610953.931,689.123,EXD I
28,355185.432,4610952.640,690.156,EXD 
29,355242.982,4610951.586,691.150,EXD 
30,355313.012,4610950.303,700.156,EXD 
31,355320.595,4610956.893,690.153,TO
32,355365.923,4610950.303,689.123,EXD 
33,355450.194,4610947.789,690.156,EXD 
34,355505.517,4610946.776,691.150,EXD 
35,355547.667,4610946.003,700.156,EXD 
36,355584.533,4610960.330,690.153,CAD
37,355623.157,4610959.622,689.123,CAD
38,355677.772,4610958.622,690.156,CAD
39,355716.396,4610957.914,691.150,CAD
40,355754.367,4610957.218,700.156,CAD
41,355804.309,4610956.303,690.153,CAD
42,355845.609,4610955.547,689.123,CAD
43,355902.862,4610954.498,690.156,CAD
44,355941.474,4610953.790,691.150,CAD
45,355951.276,4610945.638,700.156,TO
46,355584.258,4610945.333,690.153,EXD
47,355622.883,4610944.625,689.123,EXD
48,355677.497,4610943.624,690.156,EXD
49,355716.121,4610942.917,691.150,EXD
50,355754.092,4610942.221,700.156,EXD
51,355804.034,4610941.306,690.153,EXD
52,355845.334,4610940.549,689.123,EXD
53,355902.587,4610939.500,690.156,EXD
54,355941.199,4610938.793,691.150,EXD
55,355645.731,4610950.223,700.156,TO
56,355585.357,4611005.323,690.153,EXI
57,355623.982,4611004.615,689.123,EXI
58,355678.596,4611003.614,690.156,EXI
59,355717.221,4611002.907,691.150,EXI
60,355755.192,4611002.211,700.156,EXI
61,355805.133,4611001.296,690.153,EXI
62,355846.433,4611000.539,689.123,EXI
63,355903.686,4610999.490,690.156,EXI
64,355942.298,4610998.783,691.150,EXI
65,355991.615,4610997.879,700.156,EXI
66,356047.044,4610996.863,690.153,EXI
67,356101.922,4610995.858,689.123,EXI
68,356148.297,4610995.008,690.156,EXI
69,356130.935,4610987.322,691.150,TO
70,355585.082,4610990.325,700.156,CAI
71,355623.707,4610989.618,690.153,CAI
72,355678.321,4610988.617,689.123,CAI
73,355716.946,4610987.909,690.156,CAI
74,355754.917,4610987.213,691.150,CAI
75,355804.859,4610986.298,700.156,CAI
76,355846.158,4610985.542,690.153,CAI
77,355903.411,4610984.493,689.123,CAI
78,355942.023,4610983.785,690.156,CAI
79,355991.341,4610982.882,691.150,CAI
80,356046.770,4610981.866,700.156,CAI
81,356101.647,4610980.860,690.153,CAI
82,356148.022,4610980.011,689.123,CAI
83,355820.805,4610993.575,690.156,TO
84,356196.723,4610994.121,691.150,EXI
85,356220.576,4610993.684,700.156,EXI
86,356262.186,4610992.921,690.153,EXI
87,356295.498,4610992.311,689.123,EXI
88,356321.511,4610991.834,690.156,EXI
89,356354.131,4610991.237,691.150,EXI
90,356388.120,4610990.614,700.156,EXI
91,356418.078,4610990.065,690.153,EXI
92,356447.395,4610989.528,689.123,EXI
93,356478.018,4610988.967,690.156,EXI
94,356501.319,4610988.540,691.150,EXI
95,356524.607,4610988.113,700.156,EXI
96,356556.574,4610987.527,690.153,EXI
97,356592.630,4610986.867,689.123,EXI
98,356196.448,4610979.123,690.156,CAI
99,356220.302,4610978.686,691.150,CAI
100,356261.911,4610977.924,700.156,CAI
101,356295.224,4610977.314,690.153,CAI
102,356321.236,4610976.837,689.123,CAI
103,356353.857,4610976.239,690.156,CAI
104,356387.845,4610975.616,691.150,CAI
105,356417.803,4610975.067,700.156,CAI
106,356447.120,4610974.530,690.153,CAI
107,356477.743,4610973.969,689.123,CAI
108,356489.835,4610980.236,690.156,TO
109,356501.044,4610973.542,691.150,CAI
110,356524.332,4610973.116,700.156,CAI
111,356556.299,4610972.530,690.153,CAI
112,356592.356,4610971.869,689.123,CAI
113,355990.791,4610952.887,690.156,CAD
114,356046.220,4610951.871,691.150,CAD
115,356101.098,4610950.865,700.156,CAD
116,356147.472,4610950.016,690.153,CAD
117,356195.899,4610949.128,689.123,CAD
118,356219.752,4610948.691,690.156,CAD
119,356261.361,4610947.929,691.150,CAD
120,356294.674,4610947.318,700.156,CAD
121,356320.686,4610946.842,690.153,CAD
122,356353.307,4610946.244,689.123,CAD
123,356387.296,4610945.621,690.156,CAD
124,356417.254,4610945.072,691.150,CAD
125,356446.570,4610944.535,700.156,CAD
126,356477.194,4610943.974,690.153,CAD
127,356500.494,4610943.547,689.123,CAD
128,356523.783,4610943.121,690.156,CAD
129,356555.750,4610942.535,691.150,CAD
130,356591.806,4610941.874,700.156,CAD
131,355990.516,4610937.889,690.153,EXD
132,356045.945,4610936.873,689.123,EXD
133,356100.823,4610935.868,690.156,EXD
134,356147.198,4610935.018,691.150,EXD
135,355935.031,4611311.000,700.156,ARB
136,356195.624,4610934.131,690.153,EXD
137,356219.477,4610933.694,689.123,EXD
138,356261.086,4610932.931,690.156,EXD
139,356294.399,4610932.321,691.150,EXD
140,356308.509,4610939.802,700.156,TO
141,356320.412,4610931.844,690.153,EXD
142,356353.032,4610931.247,689.123,EXD
143,356387.021,4610930.624,690.156,EXD
144,356416.979,4610930.075,691.150,EXD
145,356446.295,4610929.538,700.156,EXD
146,356476.919,4610928.977,690.153,EXD
147,356500.220,4610928.550,689.123,EXD
148,356523.508,4610928.123,690.156,EXD
149,356555.475,4610927.537,691.150,EXD
150,356591.531,4610926.877,700.156,EXD
151,356570.702,4610935.217,690.153,TO
152,356154.884,4611082.426,689.123,L IC
153,356168.203,4611180.654,690.156,L C
154,356241.458,4611223.941,691.150,L C
155,356305.556,4611306.353,700.156,L C
156,356306.388,4611347.975,690.153,L C
157,356382.140,4611342.148,689.123,L C
158,356412.941,4611268.893,690.156,L C
159,356382.973,4611129.875,691.150,L C
160,356300.561,4611149.854,700.156,L C
161,356284.745,4611069.940,690.153,L C
162,356199.836,4611055.788,689.123,L C
163,356154.884,4611082.426,689.123,L C
164,355764.644,4611347.739,690.156,LEM I
165,355801.298,4611335.805,691.150,LEM 
166,355834.968,4611327.280,700.156,LEM 
167,355896.769,4611317.904,690.153,LEM 
168,356004.600,4611299.577,689.123,LEM 
169,356090.268,4611291.053,690.156,LEM 
170,356164.429,4611280.397,691.150,LEM 
171,356232.622,4611270.168,700.156,LEM 
172,355743.284,4611337.475,690.153,TR MU
173,355751.841,4611366.219,689.123,TR MU
174,355786.290,4611357.004,690.156,TR MU
175,355840.741,4611337.290,691.150,VA I
176,355863.935,4611402.170,700.156,VA 
177,355869.577,4611442.289,690.153,VA 
178,355881.174,4611461.408,689.123,VA 
179,355889.950,4611480.841,690.156,VA 
180,355898.726,4611509.990,691.150,VA 
181,355910.009,4611537.885,700.156,VA 
182,355924.114,4611566.721,690.153,VA 
183,355938.845,4611588.975,689.123,VA 
184,355956.084,4611592.422,690.156,VA 
